type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
single_family,,"Located at [Redacted Entity] in INDIANAPOLIS, IN, this single-family residence presents itself as an inviting home, prepared for immediate enjoyment. The five bedrooms within this dwelling offer peaceful havens, each providing a personal retreat for rest and rejuvenation. All of these personal spaces are further enhanced by a spacious walk-in closet's to accommodate extensive storage requirements with ease. The residence encompasses three full bathrooms . A particular bathroom is thoughtfully equipped with a double vanity, streamlining daily preparations and adding room. Encompassing 2532 square feet of living area, this home provides expansive settings across its two stories, allowing for diverse activities and personal expression within. Built in 2016, the property reflects modern construction standards and offers contemporary comforts throughout. The exterior is complemented by a 4836 square foot lot, presenting a private outdoor expanse for enjoyment and relaxation with pond views . This inviting residence offers a remarkable opportunity for a refined and comfortable lifestyle.",285000.0,2532.0,2.0,5.0,3.0,3.0,3.0,2.0,2016.0
single_family,,"This completely remodeled open-concept home offers 4 bedrooms and 3 full baths, including a convenient main-level bedroom. The stunning kitchen includes granite counter tops, stainless steel appliances, a brand-new refrigerator, gas range with stand-alone hood, new dishwasher, and a large center island-perfect for hosting or daily living. The kitchen offers a large walk-in pantry and there is a sizable main-floor laundry room. The open-concept floorplan makes entertaining easy as the kitchen is open to both an eating area and the living room. Every room features beautiful details. There is a second living area that also offers a built-in electric fireplace and custom built-in shelving. The staircase upstairs has wood steps and a stylish railing with metal staircase spindles. The spacious master suite features a walk-in closet and a private ensuite bath. This home also has major structural and mechanical updates including: new concrete siding with stone accents, new roof, new HVAC and AC unit, new plumbing and electrical wiring, new water heater, new windows and laminate hardwood flooring throughout. Located in a neighborhood just minutes from downtown, this move-in-ready gem combines modern comfort with prime convenience.",290000.0,1932.0,2.0,4.0,3.0,3.0,3.0,,1920.0
land,,"Discover the perfect blend of privacy, flexibility, and convenience with this 30-acre wooded property located on Orchard Hills in Martinsville - Just off State Road 67, [Redacted County]. This prime parcel offers a rare opportunity to own a large tract of land while still being within easy reach of Indianapolis, Bloomington, Plainfield, and Greenwood, making it ideal for those seeking peaceful country living without sacrificing accessibility. The property sits on a corner lot with road frontage, providing multiple access points and a wide range of potential uses. A clearing near the road frontage creates an excellent starting point for a future homesite, and there are existing outbuildings with electricity already in place-perfect for storage, workshops, or interim use while planning your build. Municipal water is nearby, adding to the property's appeal and development potential. With approximately 30 acres of mature woods, this land offers exceptional privacy, natural beauty, and recreational opportunities, while also allowing the option to split into two separate sites, making it ideal for family members who want to live nearby while maintaining their own space. Whether you're envisioning a private estate, family compound, or long-term investment, this versatile property offers endless possibilities in a highly desirable [Redacted County] location.",400000.0,,,,,,,,
land,,Platted lot on minor subdivision with no restrictions currently. Driveway entrance is common with lot #2. Plat found in attachment. Utilities approved and available - Floyds Knobs Water Co and Duke Energy. Septic information completed by soil scientist through [Redacted County] Health Department.,80000.0,,,,,,,,
single_family,,"Experience all that the Harmony has to offer. This 3 bedroom, 2 bathroom home spans 1,498 square feet and is built for flexibility. Off the foyer, you'll find 2 bedrooms, a full bathroom, and a convenient laundry room. The open layout kitchen, great room, and casual dining spaces flow together perfectly for effortless hosting. In the kitchen, you'll find a large center island with bar seating, sleek quartz countertops, shaker style cabinetry, stainless steel appliances, and a walk-in corner pantry for extra storage. The layout allows for easy access to the backyard patio, making it perfect for enjoying meals outdoors or letting in natural light. The owner's suite includes a relaxing retreat with plenty of natural light. The attached bathroom includes dual sinks, a private water closet, and a walk-in shower. You'll also enjoy the large walk-in closet, ideal for staying organized. Each Harmony includes a smart home system including a Qolsys IQ panel, Z-wave deadbolt, and a video doorbell; allowing you to control and monitor your home from your couch or from 500 miles away. Schedule your personal tour today and see why this home is a perfect fit for your lifestyle. Photos representative of plan only and may vary as built.",257900.0,1498.0,1.0,3.0,,2.0,2.0,2.0,
multi_family,,4 Unit Apartment Building in Newport,110000.0,2880.0,,,,,,,1900.0
single_family,,"Luxurious 3 bedroom, 2 bath home conveniently located to Bloomington and loaded with upgrades throughout. Step inside to a desirable split floor plan with an open-concept layout connecting the kitchen, living, and dining areas, perfect for both everyday living and entertaining. The kitchen showcases quartz countertops, spacious soft-close cabinetry, new stainless steel appliances, and the sellers just installed a gorgeous backsplash. The primary suite is situated on one side of the home and features a double vanity, large walk-in closet, and tiled shower, while two additional bedrooms are located on the opposite side with a full bath conveniently between them. Lovely vinyl plank flooring flows throughout the main living areas and bathrooms, complemented by craftsman-style trim, doors, and beautiful fixtures and hardware. Sellers have just added fresh paint throughout the entire interior, and a high-efficiency HVAC system adds year-round comfort and energy efficiency.",459900.0,2124.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0
condos,condo,"This condominium presents an inviting space, ready for immediate enjoyment.The great room offers a sense of expansive comfort, highlighted by a cathedral ceiling that elevates the space, creating an airy and open atmosphere designed for relaxation.This single-story condominium, built in 1984, spans a generous 1481 square feet of living area, thoughtfully designed with two full bathrooms and two serene bedrooms, ensuring comfort and privacy. Primary Bedroom offers updated bath with walk in shower. Huge walk in closet with nice built-ins. Kitchen is galley style with plenty of cabinets and counter space and dining area. Separate laundry area and plus a two car garage. Let's not forget about sun room ready for use year round. Covered front porch where you can watch your neighbors pass by taking their daily walks. If you are looking to downsize or just a busy professional looking for a maintenance free lifestyle this condo maybe for you! Don't miss out these single story condos don't become available very often.",222900.0,1481.0,1.0,2.0,2.0,2.0,2.0,2.0,1984.0
land,,Looked for a secluded place to build your dream home? Check this wooded lot out featuring 1.466 Acre lot in Adams [Redacted School District] with access to the [Redacted County] sewer district. Updated survey is already completed.,27500.0,,,,,,,,
single_family,,"Spacious, private, and thoughtfully upgraded - this 4-bed, 5-bath custom home on 2 acres offers everything you need for comfort, flexibility, and style, just minutes from Bloomington's west side. Expanded with a recent stunning architect-designed addition, this home features a light-filled open layout, vaulted ceilings, and hardwood floors throughout. The main-level primary suite offers a roll-in shower and ramp access, perfect for aging in place or multigenerational living. Upstairs, you'll find three additional bedrooms and two full bathrooms, providing ideal separation for guests or family. The heart of the home is a large, open kitchen area with generous cabinet space and an oversized island that flows into dining and living areas, perfect for entertaining or everyday living. Step outside to the screened porch and expansive deck, then dive into your heated saltwater pool in the serene backyard surrounded by lush, mature trees. For remote workers or hobbyists, the oversized detached garage/shop is a rare find: fully conditioned with 200-amp service, half bath with plumbing to easily add a shower, a separate office, washer/dryer hookups, and ample storage, ideal for a home business, studio, or guest suite conversion. Additional features include: 2-acre lot with cherry, apricot, and plum trees, heated saltwater pool with upgraded pump/heater (2025), large Kitchen walk in pantry, laundry/mudroom custom cabinetry, attached oversized two-car garage plus detached shop/two-car garage, and Fiber internet available. This unique home combines modern functionality with serene country living just 15 minutes from downtown Bloomington, IU, and west-side shopping. Don't miss this rare blend of space, upgrades, and flexibility.",700000.0,3286.0,2.0,4.0,5.0,4.0,4.0,2.0,1995.0
single_family,,"Come take a look at this attractive updated home in the popular 07 area! Featuring 3 bedrooms, two bathrooms, and a full basement. Recent updates include fresh paint, lighting, carpet, and bathroom updates. Fenced in back yard with an nice sized deck to enjoy in the summertime! Detached 22x22 garage! Located just minutes from downtown Fort Wayne, Foster Park, dining, shopping, and entertainment! Schedule your showing today!",189900.0,1300.0,1.0,3.0,2.0,2.0,2.0,2.0,1935.0
single_family,,"Newer paint and flooring,home in good shape ready for your family",125500.0,1202.0,2.0,5.0,2.0,2.0,2.0,1.0,1916.0
single_family,,"Sunlit, Move-In Ready Ranch on a Spacious Corner Lot in Hearthstone Welcome to effortless living and modern style in this beautifully updated 3-bedroom ranch, ideally positioned on a private, fenced corner lot in popular Hearthstone. Step inside to discover bright, open-concept living spaces with vaulted ceilings, hardwood floors, and oversized windows that flood the home with natural light. The upgraded kitchen features granite countertops and a dining area perfect for daily meals or entertaining. The inviting great room-with a cozy wood-burning fireplace-offers the ultimate gathering space. Retreat to a private primary suite with a generous walk-in closet and spa-inspired full bath. Enjoy the comfort of recent improvements: new attic insulation, water heater, ductwork, programmable thermostat, and more. Every detail supports easy, low-maintenance living. Step out to your backyard oasis-fully fenced for privacy-with a built-in fire pit, freshly stained fence, and string bistro lighting, perfect for relaxing evenings or hosting friends. The attached 2-car garage and included storage shed add convenience and flexibility. Minutes from top-rated [Redacted Township] schools, shopping, dining, parks, and instant access to I-69/I-465 for the fastest commutes in Indy. Experience the perfect blend of style, comfort, and unbeatable convenience. Schedule your private tour today and see why this Hearthstone gem stands out from the rest.",299900.0,1447.0,1.0,3.0,2.0,2.0,2.0,2.0,1984.0
single_family,,"Must-see, recently updated 3 bedroom / [Redacted Entity] on the Near Eastside. Centrally located- super close to freeways, Downtown, Bottleworks District, and Brookside Park. Updates within the last 1-3 years include: new exterior paint (just finished), new A/C unit, new high efficiency furnace, all new windows, kitchen remodel including cabinets, counter top and sink, all new lighting and electrical wiring throughout, new plumbing fixtures and bathroom updates including showers, tubs, vanities and toilets, new vinyl plank throughout main and upstairs, new interior paint, trim and doors, newer roof approx 5 years old, sump pump installed, and the entire main sewer line from the house to the city street replaced! Features spacious backyard with parking pad. Whether you're looking for a home to call you own, or an investor searching for a great return, look no further, you've found it here!",197500.0,1498.0,2.0,3.0,2.0,2.0,2.0,,1901.0
single_family,,"Beautiful Gem in Avalon Hills! This 4 bedroom, 2.5 bath home with basement sits on a large lot with a fully fenced backyard that showcases an in-ground heated pool and hot tub. You will have plenty of storage space with the abundance of cabinets and pantry in the kitchen. The living room opens directly to the family room and is great for entertaining with built in wall cabinets with a mini fridge. In the Primary Bedroom, organization won't be a problem as the walk-in closet includes organizers just for you. The ensuite bath has an updated walk-in shower, vanity, floors and lighting. For your peace of mind, the basement has been waterproofed and is a great space for gatherings, an at home office, or whatever you are needing. This is a must see! Schedule your showing today.",419900.0,2080.0,2.0,4.0,3.0,2.0,2.0,2.0,1970.0
land,,"11.52 acres of vacant land in a PRIME LOCATION! Country living with easy access to the Salem Bypass on 135 and the town square. Enjoy the panoramic views, both rural and of the city. Whether you're looking to build your dream home or start a farm, this tract offers endless opportunities! Electric and water are available at the street.",199900.0,,,,,,,,
land,,"ONE OF A KIND PROPERTY being offered for sale! This property is SECLUSION & PRIVACY on another level! It has endless possibilities. You could build your dream home be it a large home or a tiny home. You could place your camper on the property and enjoy the serenity of the quite woods and nature. You could put your hunting stand in the middle of the land and wait for the monster buck to show up during deer season. Are you a star gazer? In this location, you can see a million stars on a clear night with zero light saturation. Bring your tent, camp, and listen to the hum of the barges as they go up and down the river close by. You decide. This property is 14 minutes from the entrance to O'Bannon Woods so it truly is secluded. This property is surrounded by a private property that is surrounded by OW. On the first photo, ""X"" marks the property. This property is in very close proximity to the river and is located on a river bluff above the river. It is NOT in the flood plain. Mandatory showing appointment to view the property. Call or text today to schedule a showing.",59999.0,,,,,,,,
single_family,,"This cozy craftsman bungalow is more than it seems, with recent updates to flooring, paint, fixtures, appliances, light fixtures, kitchen and bath. The full-sized, dry basement doubles the delight with future possibilities. Come home to plenty of natural light, a cozy front porch and large back yard in a welcoming micro community nearby bus stops, main roadways, parks, shopping [Redacted School District]. Claim these keys before the Spring market competition ramps up!",142500.0,864.0,1.0,3.0,1.0,1.0,1.0,,1948.0
single_family,,"Beautiful recently remodeled 3 bedroom, 2 bath home! From the moment you arrive, youll appreciate the charming curb appeal with covered front entry and attached garage. Inside, the open and airy layout is filled with natural light and showcases updated flooring, cabinetry, modern fixtures, and fresh finishes throughout. The spacious living room offers a comfortable gathering space with updated lighting and ceiling fan, flowing seamlessly into the kitchen and dining area. The kitchen features stylish cabinetry, updated countertops, stainless appliances, ample workspace, and a functional layout ideal for everyday living. The dining area includes a sliding door that opens to the back patioperfect for indoor-outdoor entertaining. The private Primary Suite is separated from the additional bedrooms & includes a walk-in closet, walk-in shower, and its own sliding door providing direct access to the backyard. Two additional bedrooms and a second full bath offer flexibility for guests, family, or a home office. Main-level laundry includes convenient cabinetry, with a pantry and utility closet located near the kitchen for added storage. Outside, enjoy a fully fenced backyard with patio spaceideal for relaxing, entertaining, or pets.",260000.0,1404.0,1.0,3.0,2.0,2.0,2.0,1.0,1960.0
single_family,,"Welcome to [Redacted Entity], a charming and well-maintained home located on Evansville's west side. This inviting property offers a comfortable layout with a bright, welcoming living space. The spacious living room features beautiful Brazilian cherry wood flooring and abundant natural light. The kitchen is thoughtfully designed with granite counter tops, ample cabinet space, a full pantry, and custom built-in bench seating with upholstered cushions and storage, added in 2019. Tile flooring extends through the kitchen, bathroom, and hallway, while the bedrooms are comfortably carpeted. Additional highlights include recessed lighting throughout, custom wood trim, and a tray ceiling in the primary bedroom. A convenient hallway washer and dryer closet and extra storage in the primary bedroom add to the home's functionality. The home was fully repainted within the last two years and features an updated bathroom, updated plumbing, and a newly installed sump pump. The washer, dryer, and refrigerator are all only two years old and are included with the sale. Storage is plentiful with pull-down attic access inside both the home and spacious detached garage. Step outside to enjoy the fully fenced backyard, complete with white vinyl privacy fencing!",189900.0,1000.0,1.0,2.0,1.0,1.0,1.0,2.0,1932.0
single_family,,"This beautifully maintained 5 bedroom, 3 full bath, bi-level home offers space, comfort, and versatility in a quiet Peru, IN neighborhood. Featuring a classic brick exterior, a 2 car attached garage this home welcomes you with timeless curb appeal. Inside, you'll find a thoughtfully designed layout with generous living spaces and a fully finished basement, which is perfect for a family room, guest suite, or recreation area. Step outside to your own backyard oasis-- ideal for relaxing, entertaining, or enjoying peaceful evenings at home. With ample bedrooms, functional livings areas, and a serene setting, this home is MOVE-IN ready and offers the perfect blend of comfort and convenience. Schedule a showing today! A must see! Some photos have been virtually staged",225000.0,2200.0,,5.0,3.0,3.0,3.0,2.0,1979.0
single_family,,"Well maintained 2-bedroom bungalow with many updates. Family room with wood laminate flooring. Eat-In kitchen with gas range, and refrigerator to remain. 2-bedrooms with wood laminate flooring. Updated full bathroom. Separate laundry room with washer & dryer included. 1-car attached garage, spacious rear yard for outdoor activities.",139900.0,725.0,1.0,2.0,1.0,1.0,1.0,1.0,1958.0
condos,condo,"A well maintained two-story condo in 46825 offering comfortable living and low maintenance convenience! The spacious living room with vaulted ceilings and a cozy fireplace flows into the dining area with outdoor access, adjacent to the kitchen featuring a passthrough window and a nearby half bath. Upstairs, enjoy a versatile loft ideal as a second bedroom or additional living space, along with a private primary ensuite complete with a walk in closet and double vanity. The floored walk-in attic provides generous, easily accessible storage space. Relax on the back patio and take in views of the peaceful neighborhood pond and mature trees. Recent updates include a privacy panel added in 2024, a new garbage disposal, a new garage door opener, a fireplace serviced in 2023, and an HVAC system serviced twice yearly. HOA fees cover snow removal, mulch, yard maintenance, and roof maintenance for easy living. Conveniently located near the Pufferbelly Trail, the YMCA, Solomon Farms, and a variety of dining options! Current taxes have no homestead exemption. They will go down considerably once exemption is filed.",222000.0,1182.0,2.0,1.0,2.0,1.0,1.0,1.0,2005.0
single_family,,"Nestled in the highly sought-after Little Lakes Estates, this stunning 3-bedroom, 2.5-bathroom home offers 1,860 square feet of beautifully maintained living space with breathtaking lake frontage that will captivate you from the moment you arrive. Step inside and discover a grand great room featuring a cathedral ceiling and a cozy gas fireplace - the perfect gathering spot for quiet evenings or entertaining guests. The spacious kitchen comes equipped with appliances and provides ample room for culinary creativity. Throughout the home, natural wood trim and elegant six-panel wood doors add warmth and timeless character to every room. Retreat to the generous primary bedroom suite, a private haven designed for rest and relaxation. With numerous updates already completed, this home has been lovingly cared for and is truly move-in ready. Step outside onto your private patio to enjoy your expansive .60-acre lot, where 114 feet of stunning lake frontage awaits. Whether you're kayaking on calm morning waters, fishing at sunset, or simply soaking in the serene views, lakeside living doesn't get better than this. The oversized 3-car attached garage provides plenty of space for vehicles, watercraft, and all your outdoor gear. Conveniently located in Frankfort School system. Don't miss this rare lakefront opportunity - schedule your showing today!",369900.0,1860.0,1.0,3.0,3.0,2.0,2.0,3.0,1996.0
single_family,,Welcome to the ideal home! This updated property is located within walking distance to the park. Perfect for kids or a good work out session. You can enjoy the luxury of being 10 minutes away from all the downtown amenities.,199000.0,1082.0,1.0,3.0,2.0,2.0,2.0,2.0,1990.0
single_family,,"3 bedroom, 1.1 bath home in Knightstown. Home features living room with fireplace, unfinished basement with attached garage.",165000.0,1736.0,1.0,3.0,2.0,1.0,1.0,1.0,1959.0
single_family,,"Enjoy easy, relaxed lake living on beautiful Syracuse Lake. Tucked away on a dead-end street, this well-maintained 4-bedroom, 3-bath lakefront home offers 68 feet of firm shoreline with seawall, peaceful water views, and a rare flat walkout to the lakemaking time on the water effortless and enjoyable. A standout feature you dont find often is the attached 5-stall garage, providing exceptional space for lake toys, vehicles, watercraft, and storage. The generous lot offers level access to the shoreline, ideal for swimming, boating, and enjoying long lake days. A new maintenance-free wraparound deck sits just off the main living space and creates the perfect setting for entertaining, grilling, or simply taking in the waterfront scenery. Inside, the home offers a functional and spacious layout. The upper level features a private primary suite with a full ensuite bath and walk-in closet. On the main level, two additional bedroomseach with patio doorsopen directly to the lakeside patio. Youll also find a full bath, main-floor laundry, and an open-concept kitchen and living area filled with natural light. Two sliders lead out to the deck, extending the living space outdoors and highlighting the lake views. The finished walk-out lower level adds even more versatility, featuring another bedroom, full bath, cozy wood stove, and a kitchenette/bar areaperfect for hosting family and friends. Step outside to a covered patio and stamped concrete area, ideal for morning coffee, sunrise gatherings, or relaxing by the water. Recent updates include new laminate flooring in the main living areas, a brand-new A/C, furnace, and water heater, fresh exterior paint, and a completed pre-listing inspection with repairs already addressed, offering peace of mind and move-in readiness. While the home has been well cared for, it also presents an excellent opportunity to update and personalize the interior to todays style. Located just minutes from town, parks, dining, and shopping, and situated along the SyracuseWawasee Trail, a scenic 4+ mile path wrapping around Syracuse Lake and extending into downtown. Even betterSyracuse Lake connects directly to Lake Wawasee, allowing you to enjoy expanded boating, dining by boat, and access to Indianas largest natural lake right from your pier, Pier 058. See Floor plan in attached documents.",1099000.0,2463.0,1.0,4.0,3.0,3.0,3.0,5.0,1987.0
single_family,,"Welcome to this spacious 4-br, 2.5 bath manufactured home set on approx. 2 acres in quiet Cedar Grover. With over 2,100 sq ft. of living space, this home offers room to spread out both inside and out. Relax on the front porch and enjoy the peaceful, wooded surroundings. Central heating and cooling and functional layout and generous outdoor space makes this property idea for those seeking privacy, flexibility and country living with convenient access to nearby amenities.",227500.0,2128.0,1.0,4.0,4.0,3.0,3.0,2.0,1996.0
single_family,,"Spacious brick ranch approx. 3200 sf located in desirable Sellersburg's Forrest Estates. There are 5 bedrooms and 3.5 Baths. Situated on a beautiful wooded .69 acre lot, and a dead end street. The main BR boasts a HUGE bathroom with jetted tub, separate shower and a fireplace. The living room features a curved stone wood burning fireplace. The eat in kitchen offers a tile floor and is located off a large family room with fireplace. The office features built-ins. If you need a private area for in-laws/guests this bedroom offers a dbl. closet, full private bath, has a separate entrance and will fit that need. There is a three car garage with lots of storage space and extra parking. The home has an updated HVAC, roof and comes with a 13 month Choice Home Warranty. This is the one to see if you have someone physically challenged due to ALL One Level living! At this price being Sold AS-IS. Property is sold as is seller will do no repairs but welcomes inspections at buyers expense, as is addendum must be signed and included with the offer along with the client data sheet, which is to be initialed by the buyer-possession to be five days from closing or before and closing to be 45 days or less from date of accepted offer.",360000.0,3232.0,1.0,5.0,4.0,3.0,3.0,3.0,1976.0
single_family,,"Meticulously maintained one-owner ranch home offering a spacious and functional floor plan. This home features a split-bedroom layout for added privacy, with the primary suite tucked away from the additional bedrooms. The open-concept design seamlessly connects the kitchen, dining area, and living room, creating a bright and inviting space perfect for everyday living and entertaining. The kitchen is generously sized, with ample counter space, cabinetry, and storage, making it ideal for meal preparation and gatherings. Step outside to enjoy the covered patio and private backyard, which backs up to a cornfield for peaceful views and no backyard neighbors. The yard is accented by beautiful landscaping, adding to the home's curb appeal and outdoor enjoyment. Recent updates include: New windows (2024) New gutters (2024) New roof (2024) Additional highlights: Top-of-the-line Kinetico water softener 2 full baths Move-in ready condition Abundant storage throughout Convenient single-level living This home combines comfort, functionality, and peace of mind with major updates and premium features, all ready for you to call it home.",249000.0,1324.0,1.0,3.0,2.0,2.0,2.0,2.0,2002.0
farm,,"Located just down the road from Hardy Lake, this property offers a range of potential uses across its diverse landscape and improvements. Currently utilized as part of a calf-raising operation, the land and facilities are well-suited for continued agricultural activity but can also transition to residential, recreational, or light commercial applications. At the center of the tract lies a newly built 144' x 48' barn. Designed to hold cattle, this structure can be adapted for various farming operations or equipment storage. Nearby is an additional 24' x 40' building with several concrete bump-outs. The interior of this second structure includes a spacious main room, a smaller adjoining room, and a loft with dividers, making it suitable for farm, recreational, or storage purposes. One of the notable features of the property is access to a 2.5-acre pond. Stocked with bass, catfish, bluegill, and crappie, it offers fishing opportunities while also supporting a wide range of waterfowl and birdlife, including ducks, geese, cranes, and herons. The land itself provides a mix of open and wooded acreage. Approximately 2 acres of pasture are currently in use for cattle and horses, though they have previously supported row crops. This ground could also be considered for future building sites. Beyond the pasture, wooded sections and overgrown areas create a habitat for wildlife, including deer and turkey. The property includes roughly [Redacted Entity] frontage and extends back approximately 1,250 feet, providing both accessibility and privacy. Public water is already on-site, and electric service is available at the roadway, enhancing the utility and adaptability of the tract. With its combination of open ground, wooded acreage, pond, and new structures, this property supports a wide variety of potential uses. Whether for farming, residential development, recreational enjoyment, hunting, or light commercial storage, the layout and features provide multiple uses.",329000.0,,,,,,,,
single_family,,"Step into charm and character in this beautifully maintained home just a 2-minute walk to campus. This 3 bed, 1.5 bath property features hardwood floors, arched doorways, and an updated kitchen with gas range and ample space. The oversized living room flows into the dining area, while the covered porch offers views of the front and backyard - perfect for relaxing or entertaining. An updated half bath completes the main level, with natural light throughout blending warmth and modern updates.Upstairs offers a spacious primary bedroom, two additional bedrooms, and an updated full bath. The finished basement provides flexible living, recreation, or workspace plus a bar with mini fridge. Enjoy the oversized backyard and 2-car garage. Windows and roof only 12 years old. Prime location - schedule your showing today!",430000.0,2224.0,2.0,3.0,2.0,1.0,1.0,2.0,1938.0
single_family,,"Welcome to [Redacted Entity]-where modern comfort meets unbeatable convenience! Sitting proudly on a beautiful corner lot, this 5-year-young home offers the space, style, and updates today's buyers want. Featuring 4 spacious bedrooms, 2 full baths, 2 half baths (one plumbed for shower) and a full finished basement, there's room for everyone to live, gather, and grow. Step inside to an inviting, open floor plan filled with natural light. The heart of the home is the spacious kitchen that flows seamlessly into the main living area-ideal for both everyday living and entertaining. Convenience is unmatched with a first-floor primary suite, complete with its own private bath and generous closet space. Upstairs, you'll find two additional bedrooms and a full bath, giving everyone plenty of room to unwind. The fourth bedroom or flex room is located in the finished basement, which also offers abundant additional living space-perfect for a home theater, gym, playroom, or extra lounge area. Outside, the corner lot provides extra yard space and great curb appeal, all in a desirable Jeffersonville location just minutes from shopping, dining, schools, and easy interstate access. Modern, spacious, and move-in ready-this is the home you've been waiting for!",375000.0,2308.0,1.0,4.0,4.0,2.0,2.0,2.0,2020.0
single_family,,"Renovated 3 bedroom home presents an opportunity to embrace comfortable living. Ready to move in, this single-family residence awaits your personal touch. The living room offers a gas log fireplace adjacent to a formal living room. The kitchen is designed for both functionality and style, featuring new appliances. The property offers an enclosed porch off the back and a covered front porch. The open floor plan enhances the sense of space and connectivity. New flooring and paint throughout.",130000.0,1184.0,1.0,3.0,1.0,1.0,1.0,1.0,1898.0
single_family,,"IDYLLIC LAKE LIFE RETREAT! Lake Freeman property featuring the 3600+ sq ft home w/ 3-4 bedrooms,2.5 baths PLUS a 2 bed/1 bath Summer guest cottage @ waterfront. Access to the cottage, double perm. boatlift & temp. lift, XL sun deck & 112' of lakefront via paved driveway, trolley, or stairs. Home features honed granite counters, spacious living areas w/over-sized lake-view windows, 2 fireplaces, wet bar, XL master bed/bath w/private lake view deck, & an expansive lake-view patio off of family/rec area. XL pantry is just one of multiple LARGE storage rooms. Beautiful 3/4 acre lake lot & location is the perfect setting for everything this amazing property offers! *Furniture & built-in generator included*",1150000.0,3635.0,2.0,4.0,3.0,2.0,2.0,2.0,2007.0
farm,,"Desirable 53.43-acre [Redacted County] farm offering an outstanding blend of productive tillable ground, potential building site locations, and recreational appeal just southeast of Mulberry and minutes from Lafayette. The property features income-producing farmland with a versatile layout for continued row crop production, along with a wooded corridor and Kilmore Creek access that provides natural habitat, privacy, and hunting opportunities. Frontage along Hamilton Road offers convenient access to nearby SR 38 and potential building site locations. The mix of open acreage, creek, and timber creates flexibility for a private country estate, hobby farm, investment hold, or recreational retreat. This property has it all and is within an easy drive to Lafayette, Frankfort, and Kokomo. A rare opportunity to secure quality acreage and own your own slice of land in the country. Seller would entertain splitting the property into a north tract and south tract, but a survey would be required.",577000.0,,,,,,,,
single_family,,"**OPEN HOUSE Saturday, March 21st 1-3PM** Fantastic opportunity near Notre Dame! This 3-bedroom, 2-bath property offers strong income potential for investors or homeowners looking for added flexibility. Inside, you'll find a huge living room perfect for entertaining, a functional layout, and plenty of natural light. Outside features include a fenced-in yard ideal for pets or privacy, plus a 2-car garage for secure parking and storage. A great opportunity in a highly desirable, high-demand area. This is an Estate - Sold as is.",314900.0,1413.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,,"A rare 4 bedroom, 2400 sq ft + find in Beech Grove. This beauty has so much to offer!! Walking distance to [Redacted School District], churches, library, parks, Franciscan trail and Main Street!! Large great room can be used for any purpose ; family gatherings, in-law quarters, office, mud room , anything your heart desires. Formal dining room, large bedrooms, formal living room and the perfect outdoor oasis. Spend evenings in the large fenced yard (over .65 acres to be exact) or relaxing in the heated and cool sunroom . Updates include; newer windows throughout, updated flooring in living and bedrooms, stainless steel kitchen appliances and newer exterior doors. A beautiful and producing garden, outdoor 2 car garage, storage shed and so much more. This quiet location is across the street from the Benedict Inn making for even more peaceful surrounding. You won't want to miss this one!",249900.0,2577.0,1.0,4.0,1.0,1.0,1.0,2.0,1936.0
single_family,,"Welcome to a beautiful completely updated low maintenance condo with water views. Low maintenance living at its finest. Here is a pristine home with gorgeous finishes throughout. New kitchen with beautiful granite counters and new stainless steel appliances. The new bathrooms have been completely redone with polished porcelain tile in both and new showers. Heated floors in the primary bath. New flooring throughout, freshly painted and a heated and cooled [Redacted Entity]. Come see this immaculate home today!",330000.0,1320.0,1.0,2.0,2.0,2.0,2.0,2.0,1987.0
single_family,,"PRIME FLOYDS KNOBS COMMERCIAL OPPORTUNITY! The property is located in the heart of Floyds Knobs with high visibility from Highway 150, located next to Highlander Point and less than a mile from the I-64 Interchange. The home and outbuildings sit on .79 acres and offer approximately 180' of road frontage. The property is Zoned General Commercial. This area is seeing high growth with over 400 proposed multifamily and single-family residential units. This area is underserved for retail, restaurants and other services. This location would be a great opportunity to serve those needs.",485000.0,2088.0,1.0,2.0,2.0,1.0,1.0,2.0,1929.0
single_family,,"Check out this solid, well-maintained home located in the highly sought-after New [Redacted School District]! This charming property offers 3 bedrooms and 1 full bathroom featuring a convenient walk-in shower. Pride of ownership shines throughout, with thoughtful upkeep that makes this home move-in ready. The home boasts hardwood floors throughout the living room and all bedrooms. The kitchen and bathroom are complete with modern vinyl plank flooring. All kitchen appliances included! Enjoy a functional layout, comfortable living spaces, and a great opportunity to own in a desirable location close [Redacted School District], parks, and local amenities. The fully fenced in back yard complete with mini barn for storage and wood deck allows for outdoor living and enjoyment during the upcoming spring and summer months! Whether you're a first-time buyer, downsizing, or looking for a smart investment, this home is a must-see!",205000.0,1008.0,1.0,3.0,1.0,1.0,1.0,2.0,1965.0
